# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    4.324324324   -4.405306121   -4.440787374   -4.449803646
    4.339339339   -4.337600936   -4.366474339   -4.373833729
    4.354354354   -4.277954751   -4.300114737   -4.305789061
    4.369369369   -4.225268978   -4.241309162   -4.245445217
    4.384384384   -4.183864204   -4.192140590   -4.194332494
    4.399399399   -4.153335463   -4.148620285   -4.147572585
    4.414414414   -4.122051314   -4.099871133   -4.094472684
    4.429429429   -4.077800751   -4.038727737   -4.029117222
    4.444444444   -4.017307202   -3.966009060   -3.953342815
    4.459459459   -3.946454157   -3.887147041   -3.872473086
    4.474474474   -3.871536900   -3.806048921   -3.789824229
    4.489489489   -3.795102786   -3.724945615   -3.707546918
    4.504504505   -3.719959681   -3.648692193   -3.631006359
    4.519519520   -3.647405279   -3.580582559   -3.564000461
    4.534534535   -3.576008126   -3.517666623   -3.503206214
    4.549549550   -3.505800100   -3.455338685   -3.442856782
    4.564564565   -3.436760797   -3.391174896   -3.379920048
    4.579579580   -3.364318656   -3.322772939   -3.312532208
    4.594594595   -3.284267408   -3.248537242   -3.239751242
    4.609609610   -3.199419500   -3.170668515   -3.163623952
    4.624624625   -3.117917067   -3.094999067   -3.089404269
    4.639639640   -3.045462729   -3.025691430   -3.020874449
    4.654654655   -2.980741662   -2.962416113   -2.957955603
    4.669669670   -2.919753057   -2.903458417   -2.899505167
    4.684684685   -2.862220523   -2.848602871   -2.845321425
    4.699699700   -2.809862662   -2.798801656   -2.796160817
    4.714714715   -2.762128233   -2.754818400   -2.753114377
    4.729729730   -2.713362728   -2.712647182   -2.712593426
    4.744744745   -2.656075992   -2.663388522   -2.665348541
    4.759759760   -2.589542211   -2.603807108   -2.607510873
    4.774774775   -2.519948750   -2.539240182   -2.544202314
    4.789789790   -2.453344290   -2.475664834   -2.481384712
    4.804804805   -2.392289708   -2.416215053   -2.422336293
    4.819819820   -2.337367823   -2.362666843   -2.369129467
    4.834834835   -2.285378716   -2.313121954   -2.320191667
    4.849849850   -2.229934404   -2.261716431   -2.269793645
    4.864864865   -2.168610539   -2.205586800   -2.214963218
    4.879879880   -2.104359936   -2.146451676   -2.157109991
    4.894894895   -2.038036276   -2.083965645   -2.095588531
    4.909909910   -1.967180035   -2.015656937   -2.027921516
    4.924924925   -1.891561682   -1.941943264   -1.954686377
    4.939939940   -1.814864088   -1.865891506   -1.878796825
    4.954954955   -1.740815912   -1.790224069   -1.802724098
    4.969969970   -1.669657139   -1.715905549   -1.727613126
