# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    5.195195195    2.327728177    2.297683705    1.964176316
    5.210210210    2.322006943    2.292188755    1.961351786
    5.225225225    2.316322885    2.286728761    1.958537164
    5.240240240    2.310675680    2.281303429    1.955732422
    5.255255255    2.305065009    2.275912465    1.952937530
    5.270270270    2.299490557    2.270555581    1.950152458
    5.285285285    2.293952010    2.265232489    1.947377177
    5.300300300    2.288449059    2.259942907    1.944611656
    5.315315315    2.282981400    2.254686553    1.941855867
    5.330330330    2.277548728    2.249463149    1.939109780
    5.345345345    2.272150745    2.244272422    1.936373365
    5.360360360    2.266787155    2.239114099    1.933646592
    5.375375375    2.261457664    2.233987910    1.930929431
    5.390390390    2.256161982    2.228893589    1.928221853
    5.405405405    2.250899822    2.223830872    1.925523827
    5.420420420    2.245670901    2.218799499    1.922835324
    5.435435435    2.240474938    2.213799210    1.920156313
    5.450450450    2.235311653    2.208829749    1.917486766
    5.465465465    2.230180773    2.203890865    1.914826651
    5.480480480    2.225082025    2.198982304    1.912175939
    5.495495495    2.220015140    2.194103821    1.909534600
    5.510510511    2.214979851    2.189255168    1.906902603
    5.525525526    2.209975893    2.184436103    1.904279920
    5.540540541    2.205003007    2.179646385    1.901666519
    5.555555556    2.200060933    2.174885775    1.899062370
    5.570570571    2.195149416    2.170154038    1.896467444
    5.585585586    2.190268202    2.165450940    1.893881711
    5.600600601    2.185417042    2.160776250    1.891305140
    5.615615616    2.180595687    2.156129738    1.888737702
    5.630630631    2.175803891    2.151511178    1.886179366
    5.645645646    2.171041413    2.146920346    1.883630102
    5.660660661    2.166308011    2.142357019    1.881089880
    5.675675676    2.161603447    2.137820978    1.878558671
    5.690690691    2.156927486    2.133312003    1.876036444
    5.705705706    2.152279895    2.128829881    1.873523168
    5.720720721    2.147660443    2.124374397    1.871018815
    5.735735736    2.143068901    2.119945340    1.868523354
    5.750750751    2.138505044    2.115542499    1.866036755
    5.765765766    2.133968647    2.111165669    1.863558988
    5.780780781    2.129459489    2.106814644    1.861090024
    5.795795796    2.124977350    2.102489220    1.858629831
    5.810810811    2.120522013    2.098189196    1.856178381
    5.825825826    2.116093263    2.093914372    1.853735644
    5.840840841    2.111690888    2.089664552    1.851301589
    5.855855856    2.107314676    2.085439539    1.848876186
    5.870870871    2.102964419    2.081239140    1.846459407
    5.885885886    2.098639911    2.077063164    1.844051221
    5.900900901    2.094340945    2.072911420    1.841651598
    5.915915916    2.090067322    2.068783721    1.839260509
    5.930930931    2.085818838    2.064679879    1.836877924
    5.945945946    2.081595297    2.060599711    1.834503814
    5.960960961    2.077396502    2.056543034    1.832138148
    5.975975976    2.073222257    2.052509667    1.829780897
    5.990990991    2.069072371    2.048499430    1.827432032
    6.006006006    2.064946651    2.044512147    1.825091524
    6.021021021    2.060844910    2.040547641    1.822759341
    6.036036036    2.056766961    2.036605738    1.820435457
    6.051051051    2.052712617    2.032686266    1.818119840
    6.066066066    2.048681695    2.028789054    1.815812461
    6.081081081    2.044674014    2.024913932    1.813513292
    6.096096096    2.040689393    2.021060734    1.811222302
    6.111111111    2.036727655    2.017229292    1.808939464
    6.126126126    2.032788623    2.013419442    1.806664747
    6.141141141    2.028872122    2.009631022    1.804398123
    6.156156156    2.024977978    2.005863870    1.802139562
    6.171171171    2.021106021    2.002117826    1.799889035
    6.186186186    2.017256081    1.998392732    1.797646514
    6.201201201    2.013427989    1.994688430    1.795411970
    6.216216216    2.009621578    1.991004765    1.793185373
    6.231231231    2.005836685    1.987341584    1.790966696
    6.246246246    2.002073144    1.983698733    1.788755908
    6.261261261    1.998330795    1.980076062    1.786552982
    6.276276276    1.994609477    1.976473420    1.784357889
    6.291291291    1.990909032    1.972890659    1.782170601
    6.306306306    1.987229301    1.969327633    1.779991088
    6.321321321    1.983570129    1.965784195    1.777819322
    6.336336336    1.979931362    1.962260201    1.775655275
    6.351351351    1.976312846    1.958755508    1.773498919
    6.366366366    1.972714431    1.955269975    1.771350226
    6.381381381    1.969135966    1.951803460    1.769209166
    6.396396396    1.965577302    1.948355826    1.767075712
    6.411411411    1.962038292    1.944926933    1.764949836
    6.426426426    1.958518791    1.941516646    1.762831510
    6.441441441    1.955018653    1.938124829    1.760720706
    6.456456456    1.951537736    1.934751348    1.758617395
    6.471471471    1.948075897    1.931396070    1.756521551
    6.486486486    1.944632996    1.928058863    1.754433145
    6.501501502    1.941208893    1.924739597    1.752352150
    6.516516517    1.937803452    1.921438143    1.750278538
    6.531531532    1.934416534    1.918154371    1.748212281
    6.546546547    1.931048005    1.914888156    1.746153352
    6.561561562    1.927697730    1.911639371    1.744101724
    6.576576577    1.924365576    1.908407892    1.742057369
    6.591591592    1.921051411    1.905193595    1.740020259
    6.606606607    1.917755106    1.901996357    1.737990368
    6.621621622    1.914476529    1.898816057    1.735967669
    6.636636637    1.911215554    1.895652574    1.733952134
    6.651651652    1.907972053    1.892505790    1.731943736
    6.666666667    1.904745900    1.889375585    1.729942449
    6.681681682    1.901536971    1.886261844    1.727948245
    6.696696697    1.898345141    1.883164449    1.725961098
    6.711711712    1.895170289    1.880083285    1.723980981
    6.726726727    1.892012292    1.877018239    1.722007868
    6.741741742    1.888871031    1.873969197    1.720041731
    6.756756757    1.885746386    1.870936047    1.718082544
    6.771771772    1.882638239    1.867918678    1.716130282
    6.786786787    1.879546472    1.864916979    1.714184916
    6.801801802    1.876470971    1.861930842    1.712246422
    6.816816817    1.873411619    1.858960159    1.710314774
    6.831831832    1.870368303    1.856004821    1.708389944
    6.846846847    1.867340909    1.853064723    1.706471906
    6.861861862    1.864329326    1.850139759    1.704560636
    6.876876877    1.861333442    1.847229825    1.702656107
    6.891891892    1.858353148    1.844334816    1.700758292
    6.906906907    1.855388334    1.841454631    1.698867168
    6.921921922    1.852438893    1.838589167    1.696982707
    6.936936937    1.849504716    1.835738323    1.695104884
    6.951951952    1.846585698    1.832901999    1.693233673
    6.966966967    1.843681734    1.830080097    1.691369050
    6.981981982    1.840792718    1.827272516    1.689510989
    6.996996997    1.837918548    1.824479161    1.687659464
    7.012012012    1.835059122    1.821699934    1.685814450
    7.027027027    1.832214336    1.818934739    1.683975923
    7.042042042    1.829384091    1.816183481    1.682143857
    7.057057057    1.826568286    1.813446067    1.680318227
    7.072072072    1.823766823    1.810722401    1.678499009
    7.087087087    1.820979602    1.808012392    1.676686177
    7.102102102    1.818206528    1.805315948    1.674879706
    7.117117117    1.815447503    1.802632978    1.673079573
    7.132132132    1.812702431    1.799963391    1.671285753
    7.147147147    1.809971218    1.797307097    1.669498220
    7.162162162    1.807253770    1.794664009    1.667716952
    7.177177177    1.804549993    1.792034037    1.665941922
    7.192192192    1.801859794    1.789417094    1.664173108
    7.207207207    1.799183083    1.786813094    1.662410484
    7.222222222    1.796519768    1.784221950    1.660654028
    7.237237237    1.793869759    1.781643578    1.658903714
    7.252252252    1.791232966    1.779077893    1.657159519
    7.267267267    1.788609302    1.776524811    1.655421419
    7.282282282    1.785998677    1.773984250    1.653689390
    7.297297297    1.783401005    1.771456126    1.651963409
    7.312312312    1.780816200    1.768940357    1.650243452
    7.327327327    1.778244176    1.766436864    1.648529496
    7.342342342    1.775684848    1.763945565    1.646821516
    7.357357357    1.773138131    1.761466381    1.645119490
    7.372372372    1.770603942    1.758999233    1.643423395
    7.387387387    1.768082199    1.756544041    1.641733207
    7.402402402    1.765572819    1.754100730    1.640048902
    7.417417417    1.763075720    1.751669220    1.638370459
    7.432432432    1.760590822    1.749249436    1.636697854
    7.447447447    1.758118044    1.746841302    1.635031063
    7.462462462    1.755657308    1.744444743    1.633370066
    7.477477477    1.753208533    1.742059683    1.631714837
    7.492492492    1.750771643    1.739686049    1.630065356
    7.507507508    1.748346560    1.737323768    1.628421599
    7.522522523    1.745933206    1.734972766    1.626783544
    7.537537538    1.743531506    1.732632971    1.625151169
    7.552552553    1.741141383    1.730304312    1.623524451
    7.567567568    1.738762764    1.727986717    1.621903368
    7.582582583    1.736395572    1.725680115    1.620287898
    7.597597598    1.734039736    1.723384438    1.618678018
    7.612612613    1.731695180    1.721099615    1.617073708
    7.627627628    1.729361833    1.718825577    1.615474944
    7.642642643    1.727039623    1.716562256    1.613881705
    7.657657658    1.724728479    1.714309585    1.612293969
    7.672672673    1.722428329    1.712067496    1.610711715
    7.687687688    1.720139103    1.709835922    1.609134921
    7.702702703    1.717860731    1.707614797    1.607563566
    7.717717718    1.715593145    1.705404056    1.605997627
    7.732732733    1.713336275    1.703203633    1.604437084
    7.747747748    1.711090054    1.701013464    1.602881916
    7.762762763    1.708854414    1.698833484    1.601332100
    7.777777778    1.706629288    1.696663631    1.599787617
    7.792792793    1.704414610    1.694503840    1.598248445
    7.807807808    1.702210313    1.692354050    1.596714563
    7.822822823    1.700016333    1.690214198    1.595185950
    7.837837838    1.697832605    1.688084222    1.593662585
    7.852852853    1.695659063    1.685964061    1.592144448
    7.867867868    1.693495645    1.683853656    1.590631518
    7.882882883    1.691342287    1.681752944    1.589123775
    7.897897898    1.689198926    1.679661867    1.587621197
    7.912912913    1.687065500    1.677580366    1.586123765
    7.927927928    1.684941947    1.675508381    1.584631458
    7.942942943    1.682828205    1.673445854    1.583144256
    7.957957958    1.680724214    1.671392728    1.581662139
    7.972972973    1.678629913    1.669348944    1.580185086
    7.987987988    1.676545242    1.667314446    1.578713078
    8.003003003    1.674470143    1.665289177    1.577246095
    8.018018018    1.672404555    1.663273081    1.575784117
    8.033033033    1.670348420    1.661266103    1.574327123
    8.048048048    1.668301681    1.659268186    1.572875095
    8.063063063    1.666264279    1.657279276    1.571428013
    8.078078078    1.664236157    1.655299319    1.569985856
    8.093093093    1.662217259    1.653328260    1.568548607
    8.108108108    1.660207528    1.651366046    1.567116244
    8.123123123    1.658206909    1.649412624    1.565688749
    8.138138138    1.656215345    1.647467941    1.564266103
