# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    2.447447447    5.855219757    6.228659024    1.628612565
    2.462462462    5.989715110    6.350335247    1.583588628
    2.477477477    6.116525272    6.440098318    1.529119033
    2.492492492    6.210633060    6.503284900    1.472551567
    2.507507508    6.245537078    6.578719072    1.424289243
    2.522522523    6.189558854    6.676696031    1.383149575
    2.537537538    6.033608247    6.780184748    1.343387896
    2.552552553    5.791197782    6.848917485    1.308317774
    2.567567568    5.487092385    6.823978072    1.283194395
    2.582582583    5.155222190    6.675343241    1.266659763
    2.597597598    4.840510078    6.443733713    1.251873515
    2.612612613    4.577394973    6.195495996    1.233803218
    2.627627628    4.364892078    5.940925241    1.216167339
    2.642642643    4.182737326    5.662300736    1.204052493
    2.657657658    4.021572901    5.385334620    1.199009948
    2.672672673    3.888663663    5.155628713    1.202192607
    2.687687688    3.791570051    4.985393916    1.212635690
    2.702702703    3.741019082    4.863421912    1.225555196
    2.717717718    3.755326807    4.779977462    1.237459947
    2.732732733    3.822411139    4.710710070    1.246876885
    2.747747748    3.885269352    4.617602238    1.249816781
    2.762762763    3.891710557    4.493582691    1.247722373
    2.777777778    3.837413018    4.363563074    1.248136051
    2.792792793    3.743491236    4.257119312    1.247417039
    2.807807808    3.629972879    4.194230103    1.233208856
    2.822822823    3.523107843    4.180652430    1.201682138
    2.837837838    3.448197633    4.216904871    1.161644215
    2.852852853    3.420121179    4.298763923    1.124591261
    2.867867868    3.421233431    4.391273771    1.097037807
    2.882882883    3.415863500    4.454493883    1.081029048
    2.897897898    3.395740003    4.487555215    1.075565406
    2.912912913    3.374704741    4.495300062    1.076256344
    2.927927928    3.354965476    4.465707471    1.077883308
    2.942942943    3.319331530    4.384449027    1.078363200
    2.957957958    3.253061813    4.252887980    1.076315582
    2.972972973    3.166591579    4.110384400    1.070419494
    2.987987988    3.091835268    4.015585036    1.063655393
    3.003003003    3.052799913    3.996590732    1.059830331
    3.018018018    3.051692077    4.025036073    1.058839171
    3.033033033    3.082508687    4.056538855    1.057646202
    3.048048048    3.136499139    4.078975380    1.053040991
    3.063063063    3.196824756    4.097466991    1.044876697
    3.078078078    3.240906195    4.104266627    1.037344428
    3.093093093    3.255434341    4.089145185    1.032042611
    3.108108108    3.244657223    4.057760804    1.026488354
    3.123123123    3.217462652    4.019264878    1.018456057
    3.138138138    3.170318827    3.965923541    1.004975877
    3.153153153    3.092691274    3.876261580    0.984631575
    3.168168168    2.986378796    3.740627753    0.962007562
    3.183183183    2.874304551    3.587309026    0.944762335
    3.198198198    2.782760226    3.452027385    0.937148965
    3.213213213    2.717957570    3.341545346    0.936441754
    3.228228228    2.669253726    3.245805721    0.936517646
    3.243243243    2.626420201    3.161963664    0.937501696
    3.258258258    2.593068298    3.094010592    0.943008305
    3.273273273    2.581852158    3.044560813    0.951803753
    3.288288288    2.590338972    3.006809359    0.959348648
    3.303303303    2.601282187    2.975499810    0.964228471
    3.318318318    2.597217545    2.944500469    0.967737201
    3.333333333    2.565309897    2.890426819    0.969208509
    3.348348348    2.506448661    2.802596739    0.965389588
    3.363363363    2.435170512    2.696832237    0.955349563
    3.378378378    2.362282884    2.588684165    0.944390316
    3.393393393    2.285540875    2.481496112    0.938825127
    3.408408408    2.205107163    2.381070105    0.940314568
    3.423423423    2.132418788    2.301176707    0.946619220
    3.438438438    2.074754690    2.244404257    0.952876565
    3.453453453    2.029709930    2.202758936    0.954718859
    3.468468468    1.996715261    2.175904053    0.956739300
    3.483483483    1.978039789    2.165778482    0.967783268
    3.498498498    1.971241452    2.161109486    0.984921412
    3.513513514    1.965986018    2.144797979    0.998636382
    3.528528529    1.953875661    2.118682705    1.007077691
    3.543543544    1.933449155    2.097516549    1.013139540
    3.558558559    1.899498753    2.078467764    1.018049750
    3.573573574    1.850156795    2.048856909    1.023361760
    3.588588589    1.798997146    2.012042682    1.031777482
    3.603603604    1.764760499    1.985429798    1.044799870
    3.618618619    1.756696798    1.979335991    1.063829482
    3.633633634    1.772076726    1.991232428    1.086975073
    3.648648649    1.801803569    2.011023901    1.107495990
    3.663663664    1.837781748    2.027124525    1.121308755
    3.678678679    1.871316812    2.032968075    1.131501900
    3.693693694    1.881725173    2.021184431    1.146462165
