# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    7.147147147    3.653594785    3.687273826    3.695031315
    7.162162162    3.644843343    3.678324764    3.686036590
    7.177177177    3.636135040    3.669420315    3.677086820
    7.192192192    3.627469593    3.660560183    3.668181704
    7.207207207    3.618846719    3.651744070    3.659320943
    7.222222222    3.610266137    3.642971683    3.650504240
    7.237237237    3.601727568    3.634242731    3.641731301
    7.252252252    3.593230738    3.625556925    3.633001834
    7.267267267    3.584775373    3.616913979    3.624315550
    7.282282282    3.576361201    3.608313609    3.615672162
    7.297297297    3.567987954    3.599755533    3.607071387
    7.312312312    3.559655364    3.591239473    3.598512940
    7.327327327    3.551363167    3.582765151    3.589996544
    7.342342342    3.543111101    3.574332292    3.581521920
    7.357357357    3.534898905    3.565940625    3.573088794
    7.372372372    3.526726320    3.557589879    3.564696892
    7.387387387    3.518593091    3.549279787    3.556345944
    7.402402402    3.510498964    3.541010083    3.548035682
    7.417417417    3.502443686    3.532780502    3.539765839
    7.432432432    3.494427008    3.524590785    3.531536152
    7.447447447    3.486448681    3.516440672    3.523346359
    7.462462462    3.478508461    3.508329905    3.515196200
    7.477477477    3.470606101    3.500258230    3.507085417
    7.492492492    3.462741362    3.492225394    3.499013755
    7.507507508    3.454914002    3.484231146    3.490980962
    7.522522523    3.447123784    3.476275237    3.482986785
    7.537537538    3.439370470    3.468357420    3.475030975
    7.552552553    3.431653828    3.460477452    3.467113285
    7.567567568    3.423973624    3.452635088    3.459233471
    7.582582583    3.416329627    3.444830088    3.451391288
    7.597597598    3.408721610    3.437062213    3.443586496
    7.612612613    3.401149344    3.429331227    3.435818855
    7.627627628    3.393612605    3.421636893    3.428088127
    7.642642643    3.386111169    3.413978979    3.420394078
    7.657657658    3.378644815    3.406357254    3.412736474
    7.672672673    3.371213323    3.398771488    3.405115083
    7.687687688    3.363816474    3.391221453    3.397529675
    7.702702703    3.356454052    3.383706923    3.389980022
    7.717717718    3.349125842    3.376227675    3.382465898
    7.732732733    3.341831631    3.368783486    3.374987079
    7.747747748    3.334571209    3.361374136    3.367543341
    7.762762763    3.327344364    3.353999406    3.360134465
    7.777777778    3.320150889    3.346659078    3.352760230
    7.792792793    3.312990578    3.339352938    3.345420421
    7.807807808    3.305863225    3.332080772    3.338114820
    7.822822823    3.298768627    3.324842368    3.330843214
    7.837837838    3.291706582    3.317637515    3.323605390
    7.852852853    3.284676891    3.310466006    3.316401139
    7.867867868    3.277679355    3.303327632    3.309230251
    7.882882883    3.270713776    3.296222189    3.302092519
    7.897897898    3.263779959    3.289149472    3.294987737
    7.912912913    3.256877709    3.282109281    3.287915700
    7.927927928    3.250006835    3.275101413    3.280876208
    7.942942943    3.243167146    3.268125670    3.273869058
    7.957957958    3.236358450    3.261181854    3.266894051
    7.972972973    3.229580562    3.254269770    3.259950989
    7.987987988    3.222833292    3.247389223    3.253039677
    8.003003003    3.216116457    3.240540019    3.246159919
    8.018018018    3.209429872    3.233721968    3.239311522
    8.033033033    3.202773356    3.226934879    3.232494294
    8.048048048    3.196146725    3.220178564    3.225708046
    8.063063063    3.189549802    3.213452835    3.218952588
    8.078078078    3.182982407    3.206757507    3.212227732
    8.093093093    3.176444363    3.200092396    3.205533293
    8.108108108    3.169935495    3.193457319    3.198869087
    8.123123123    3.163455629    3.186852094    3.192234930
    8.138138138    3.157004590    3.180276541    3.185630640
    8.153153153    3.150582208    3.173730482    3.179056037
    8.168168168    3.144188312    3.167213739    3.172510943
    8.183183183    3.137822732    3.160726135    3.165995179
    8.198198198    3.131485301    3.154267497    3.159508570
    8.213213213    3.125175852    3.147837651    3.153050940
    8.228228228    3.118894219    3.141436425    3.146622115
    8.243243243    3.112640238    3.135063648    3.140221925
    8.258258258    3.106413747    3.128719151    3.133850196
    8.273273273    3.100214583    3.122402765    3.127506761
    8.288288288    3.094042586    3.116114323    3.121191449
    8.303303303    3.087897595    3.109853660    3.114904095
    8.318318318    3.081779454    3.103620612    3.108644532
